Performance Statistics   2018-06-14 18:00:00 - 2018-06-14 18:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#xml                                         44,0          44          44         0,0           1
mainWindow#init                                         43,0          43          43         0,0           1
mainWindow#inject                                       15,0          15          15         0,0           1
mainWindow#load                                        252,0         252         252         0,0           1
mainWindow#ready                                         8,0           8           8         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                           8,0           8           8         0,0           1
skillguard$Department.browse#init                        8,0           8           8         0,0           1
skillguard$Department.browse#inject                      4,0           4           4         0,0           1
skillguard$Department.browse#load                      908,0         908         908         0,0           1
skillguard$Department.browse#ready                       0,0           0           0         0,0           1
skillguard$Department.browse#uiPermissions               0,0           0           0         0,0           1
skillguard$Department.browse#xml                        13,0          13          13         0,0           1
skillguard$Department.browse@departmentsDs              25,0          23          27         2,0           2
skillguard$Department.browse@parentDepartmentsDs        96,0           9         269       122,3           3
windowActions#xml                                        2,0           2           2         0,0           1

Performance Statistics   2018-06-14 18:20:00 - 2018-06-14 18:22:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
skillguard$Department.browse#init                        0,0           0           0         0,0           1
skillguard$Department.browse#inject                      0,0           0           0         0,0           1
skillguard$Department.browse#load                       20,0          20          20         0,0           1
skillguard$Department.browse#ready                       0,0           0           0         0,0           1
skillguard$Department.browse#uiPermissions               0,0           0           0         0,0           1
skillguard$Department.browse#xml                         1,0           1           1         0,0           1
skillguard$Department.browse@departmentsDs              14,0          12          16         2,0           2
skillguard$Department.browse@parentDepartmentsDs        14,0           8          35        10,6           5

Performance Statistics   2018-06-14 18:22:00 - 2018-06-14 18:24:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2018-06-14 18:24:00 - 2018-06-14 18:26:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2018-06-14 18:26:00 - 2018-06-14 18:28:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2018-06-14 18:28:00 - 2018-06-14 18:30:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ddcdi$ImportAttributeMapper.edit#init                    0,0           0           0         0,0           1
ddcdi$ImportAttributeMapper.edit#inject                  0,0           0           0         0,0           2
ddcdi$ImportAttributeMapper.edit#load                   21,0          21          21         0,0           1
ddcdi$ImportAttributeMapper.edit#ready                   0,0           0           0         0,0           1
ddcdi$ImportAttributeMapper.edit#setItem               313,0         313         313         0,0           1
ddcdi$ImportAttributeMapper.edit#uiPermissions           0,0           0           0         0,0           1
ddcdi$ImportAttributeMapper.edit#xml                     5,0           5           5         0,0           1
ddcdi$ImportAttributeMapper.edit.ddcdi$ImportAttributeMapperAutomatic.frame#init       259,0         259         259         0,0           1
ddcdi$ImportAttributeMapper.edit.ddcdi$ImportAttributeMapperAutomatic.frame#uiPermissions         0,0           0           0         0,0           1
ddcdi$ImportAttributeMapper.edit.windowActions#load         0,0           0           0         0,0           1
ddcdi$ImportAttributeMapperAutomatic.frame#inject         1,0           1           1         0,0           1
ddcdi$ImportAttributeMapperAutomatic.frame#load        292,0         292         292         0,0           1
ddcdi$ImportAttributeMapperAutomatic.frame#xml           1,0           1           1         0,0           1
ddcdi$ImportConfiguration.edit#init                      0,0           0           0         0,0           1
ddcdi$ImportConfiguration.edit#inject                    0,0           0           0         0,0           2
ddcdi$ImportConfiguration.edit#load                     21,0          21          21         0,0           1
ddcdi$ImportConfiguration.edit#ready                     0,0           0           0         0,0           1
ddcdi$ImportConfiguration.edit#setItem                  34,0          34          34         0,0           1
ddcdi$ImportConfiguration.edit#uiPermissions             0,0           0           0         0,0           1
ddcdi$ImportConfiguration.edit#xml                       3,0           3           3         0,0           1
ddcdi$ImportConfiguration.edit.windowActions#load         0,0           0           0         0,0           1
ddcdi$UniqueConfiguration.edit#init                      0,0           0           0         0,0           1
ddcdi$UniqueConfiguration.edit#inject                    0,0           0           0         0,0           2
ddcdi$UniqueConfiguration.edit#load                     41,0          41          41         0,0           1
ddcdi$UniqueConfiguration.edit#ready                     0,0           0           0         0,0           1
ddcdi$UniqueConfiguration.edit#setItem                   0,0           0           0         0,0           1
ddcdi$UniqueConfiguration.edit#uiPermissions             0,0           0           0         0,0           1
ddcdi$UniqueConfiguration.edit#xml                      12,0          12          12         0,0           1
ddcdi$UniqueConfiguration.edit.windowActions#load         0,0           0           0         0,0           1
ddcdi$UniqueConfigurationAttribute.edit#init             0,0           0           0         0,0           1
ddcdi$UniqueConfigurationAttribute.edit#inject           0,0           0           0         0,0           2
ddcdi$UniqueConfigurationAttribute.edit#load            32,0          32          32         0,0           1
ddcdi$UniqueConfigurationAttribute.edit#ready            0,0           0           0         0,0           1
ddcdi$UniqueConfigurationAttribute.edit#setItem          0,0           0           0         0,0           1
ddcdi$UniqueConfigurationAttribute.edit#uiPermissions         0,0           0           0         0,0           1
ddcdi$UniqueConfigurationAttribute.edit#xml              6,0           6           6         0,0           1
ddcdi$UniqueConfigurationAttribute.edit.windowActions#load         0,0           0           0         0,0           1
skillguard$Department.browse#init                        0,0           0           0         0,0           1
skillguard$Department.browse#inject                      0,0           0           0         0,0           1
skillguard$Department.browse#load                      807,0         807         807         0,0           1
skillguard$Department.browse#ready                       0,0           0           0         0,0           1
skillguard$Department.browse#uiPermissions               0,0           0           0         0,0           1
skillguard$Department.browse#xml                       260,0         260         260         0,0           1
skillguard$Department.browse@departmentsDs              16,0          16          16         0,0           1
skillguard$Department.browse@parentDepartmentsDs        12,0          12          12         0,0           1
windowActions#xml                                        0,8           0           2         0,8           4

Performance Statistics   2018-06-14 18:30:00 - 2018-06-14 18:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ddcdi$ImportConfiguration.edit#init                      0,0           0           0         0,0           1
ddcdi$ImportConfiguration.edit#inject                    0,0           0           0         0,0           2
ddcdi$ImportConfiguration.edit#load                     24,0          24          24         0,0           1
ddcdi$ImportConfiguration.edit#ready                     0,0           0           0         0,0           1
ddcdi$ImportConfiguration.edit#setItem                  34,0          34          34         0,0           1
ddcdi$ImportConfiguration.edit#uiPermissions             0,0           0           0         0,0           1
ddcdi$ImportConfiguration.edit#xml                       6,0           6           6         0,0           1
ddcdi$ImportConfiguration.edit.windowActions#load         0,0           0           0         0,0           1
ddcdi$UniqueConfiguration.edit#init                      0,0           0           0         0,0           1
ddcdi$UniqueConfiguration.edit#inject                    0,0           0           0         0,0           2
ddcdi$UniqueConfiguration.edit#load                      8,0           8           8         0,0           1
ddcdi$UniqueConfiguration.edit#ready                     0,0           0           0         0,0           1
ddcdi$UniqueConfiguration.edit#setItem                   7,0           7           7         0,0           1
ddcdi$UniqueConfiguration.edit#uiPermissions             0,0           0           0         0,0           1
ddcdi$UniqueConfiguration.edit#xml                       1,0           1           1         0,0           1
ddcdi$UniqueConfiguration.edit.windowActions#load         0,0           0           0         0,0           1
ddcdi$UniqueConfigurationAttribute.edit#init             0,0           0           0         0,0           1
ddcdi$UniqueConfigurationAttribute.edit#inject           0,0           0           0         0,0           2
ddcdi$UniqueConfigurationAttribute.edit#load            12,0          12          12         0,0           1
ddcdi$UniqueConfigurationAttribute.edit#ready            0,0           0           0         0,0           1
ddcdi$UniqueConfigurationAttribute.edit#setItem          2,0           2           2         0,0           1
ddcdi$UniqueConfigurationAttribute.edit#uiPermissions         0,0           0           0         0,0           1
ddcdi$UniqueConfigurationAttribute.edit#xml              5,0           5           5         0,0           1
ddcdi$UniqueConfigurationAttribute.edit.windowActions#load         0,0           0           0         0,0           1
ddcdi$import-with-import-configuration-wizard#init         0,0           0           0         0,0           2
ddcdi$import-with-import-configuration-wizard#inject         0,0           0           0         0,0           2
ddcdi$import-with-import-configuration-wizard#load        12,5          11          14         1,5           2
ddcdi$import-with-import-configuration-wizard#ready         0,0           0           0         0,0           2
ddcdi$import-with-import-configuration-wizard#setItem        33,0          32          34         1,0           2
ddcdi$import-with-import-configuration-wizard#uiPermissions         0,0           0           0         0,0           2
ddcdi$import-with-import-configuration-wizard#xml         3,5           3           4         0,5           2
ddcdi$import-with-import-configuration-wizard@ds         0,0           0           0         0,0           2
skillguard$Department.browse@departmentsDs              35,0          35          35         0,0           1
windowActions#xml                                        0,3           0           1         0,5           3

Performance Statistics   2018-06-14 18:34:00 - 2018-06-14 18:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                        19,0          19          19         0,0           1
loginWindow#inject                                      23,0          23          23         0,0           1
loginWindow#load                                       476,0         476         476         0,0           1
loginWindow#ready                                        0,0           0           0         0,0           1
loginWindow#uiPermissions                                2,0           2           2         0,0           1
loginWindow#xml                                         16,0          16          16         0,0           1
mainWindow#init                                         32,0          32          32         0,0           1
mainWindow#inject                                       16,0          16          16         0,0           1
mainWindow#load                                        292,0         292         292         0,0           1
mainWindow#ready                                         7,0           7           7         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                           4,0           4           4         0,0           1
skillguard$Department.browse#init                       10,0          10          10         0,0           1
skillguard$Department.browse#inject                      3,0           3           3         0,0           1
skillguard$Department.browse#load                     1969,0        1969        1969         0,0           1
skillguard$Department.browse#ready                       0,0           0           0         0,0           1
skillguard$Department.browse#uiPermissions               0,0           0           0         0,0           1
skillguard$Department.browse#xml                         6,0           6           6         0,0           1
skillguard$Department.browse@departmentsDs              39,0          39          39         0,0           1
skillguard$Department.browse@parentDepartmentsDs       229,5          14         445       215,5           2

Performance Statistics   2018-06-14 18:36:00 - 2018-06-14 18:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
skillguard$Department.browse@departmentsDs              23,0          23          23         0,0           1
skillguard$Department.browse@parentDepartmentsDs        11,5          11          12         0,5           2
skillguard$Employee.browse#init                          1,0           1           1         0,0           1
skillguard$Employee.browse#inject                        1,0           1           1         0,0           1
skillguard$Employee.browse#load                        131,0         131         131         0,0           1
skillguard$Employee.browse#ready                         0,0           0           0         0,0           1
skillguard$Employee.browse#uiPermissions                 0,0           0           0         0,0           1
skillguard$Employee.browse#xml                           7,0           7           7         0,0           1
skillguard$Employee.browse@departmentsDs                10,0           9          11         1,0           2
skillguard$Employee.browse@employeesDs                  18,0          18          18         0,0           1

Performance Statistics   2018-06-14 18:38:00 - 2018-06-14 18:40:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2018-06-14 18:40:00 - 2018-06-14 18:42:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
mainWindow#init                                          0,0           0           0         0,0           1
mainWindow#inject                                        0,0           0           0         0,0           1
mainWindow#load                                         33,0          33          33         0,0           1
mainWindow#ready                                        10,0          10          10         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                           5,0           5           5         0,0           1
skillguard$Employee.browse@employeesDs                  20,0          20          20         0,0           1
skillguard$Jobfunction.browse#init                       6,0           6           6         0,0           1
skillguard$Jobfunction.browse#inject                     1,0           1           1         0,0           1
skillguard$Jobfunction.browse#load                    1280,0        1280        1280         0,0           1
skillguard$Jobfunction.browse#ready                      0,0           0           0         0,0           1
skillguard$Jobfunction.browse#uiPermissions              0,0           0           0         0,0           1
skillguard$Jobfunction.browse#xml                     1154,0        1154        1154         0,0           1
skillguard$Jobfunction.browse@jobfunctionsDs            41,0          41          41         0,0           1

Performance Statistics   2018-06-14 18:42:00 - 2018-06-14 18:44:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                         0,5           0           1         0,5           2
loginWindow#inject                                       0,0           0           0         0,0           2
loginWindow#load                                         8,5           5          12         3,5           2
loginWindow#ready                                        0,0           0           0         0,0           2
loginWindow#uiPermissions                                0,0           0           0         0,0           2
loginWindow#xml                                          2,0           0           4         2,0           2
lookupWindowActions#inject                               0,0           0           0         0,0           2
lookupWindowActions#load                                 6,0           1          11         5,0           2
lookupWindowActions#xml                                  1,0           0           2         1,0           2
mainWindow#init                                          0,0           0           0         0,0           2
mainWindow#inject                                        0,0           0           0         0,0           2
mainWindow#load                                         24,5          14          35        10,5           2
mainWindow#ready                                         6,0           5           7         1,0           2
mainWindow#uiPermissions                                 0,0           0           0         0,0           2
mainWindow#xml                                           2,0           0           4         2,0           2
skillguard$Jobfunction.browse#init                       0,0           0           0         0,0           1
skillguard$Jobfunction.browse#inject                     1,0           1           1         0,0           1
skillguard$Jobfunction.browse#load                    1823,0        1823        1823         0,0           1
skillguard$Jobfunction.browse#ready                      0,0           0           0         0,0           1
skillguard$Jobfunction.browse#uiPermissions              0,0           0           0         0,0           1
skillguard$Jobfunction.browse#xml                       10,0          10          10         0,0           1
skillguard$Jobfunction.browse@jobfunctionsDs            10,0          10          10         0,0           1
skillguard$Jobfunction.edit#init                         0,0           0           0         0,0           1
skillguard$Jobfunction.edit#inject                       0,5           0           1         0,5           2
skillguard$Jobfunction.edit#load                        34,0          34          34         0,0           1
skillguard$Jobfunction.edit#ready                        0,0           0           0         0,0           1
skillguard$Jobfunction.edit#setItem                     19,0          19          19         0,0           1
skillguard$Jobfunction.edit#uiPermissions                0,0           0           0         0,0           1
skillguard$Jobfunction.edit#xml                          6,0           6           6         0,0           1
skillguard$Jobfunction.edit.windowActions#load           5,0           5           5         0,0           1
skillguard$Role.browse#init                              0,0           0           0         0,0           2
skillguard$Role.browse#inject                            0,5           0           1         0,5           2
skillguard$Role.browse#load                             28,0          11          45        17,0           2
skillguard$Role.browse#ready                             0,0           0           0         0,0           2
skillguard$Role.browse#uiPermissions                     0,0           0           0         0,0           2
skillguard$Role.browse#xml                               3,0           0           6         3,0           2
skillguard$Role.browse@rolesDs                          10,0           9          11         1,0           2
windowActions#xml                                        2,0           2           2         0,0           1

Performance Statistics   2018-06-14 18:44:00 - 2018-06-14 18:46:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                         0,0           0           0         0,0           2
loginWindow#inject                                       2,0           0           4         2,0           2
loginWindow#load                                         6,0           4           8         2,0           2
loginWindow#ready                                        0,0           0           0         0,0           2
loginWindow#uiPermissions                                0,0           0           0         0,0           2
loginWindow#xml                                          0,5           0           1         0,5           2
mainWindow#init                                          0,0           0           0         0,0           2
mainWindow#inject                                        0,0           0           0         0,0           2
mainWindow#load                                         11,5          10          13         1,5           2
mainWindow#ready                                         4,0           4           4         0,0           2
mainWindow#uiPermissions                                 0,0           0           0         0,0           2
mainWindow#xml                                           0,5           0           1         0,5           2

Performance Statistics   2018-06-14 18:46:00 - 2018-06-14 18:48:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                         0,0           0           0         0,0           2
loginWindow#inject                                       0,5           0           1         0,5           2
loginWindow#load                                         5,0           3           7         2,0           2
loginWindow#ready                                        0,0           0           0         0,0           2
loginWindow#uiPermissions                                0,0           0           0         0,0           2
loginWindow#xml                                          1,0           0           2         1,0           2
mainWindow#init                                          0,0           0           0         0,0           2
mainWindow#inject                                        1,5           0           3         1,5           2
mainWindow#load                                         10,0           8          12         2,0           2
mainWindow#ready                                         5,0           4           6         1,0           2
mainWindow#uiPermissions                                 0,0           0           0         0,0           2
mainWindow#xml                                           0,5           0           1         0,5           2
skillguard$Jobfunction.browse#init                       0,0           0           0         0,0           2
skillguard$Jobfunction.browse#inject                     0,0           0           0         0,0           2
skillguard$Jobfunction.browse#load                     127,5          11         244       116,5           2
skillguard$Jobfunction.browse#ready                      0,0           0           0         0,0           2
skillguard$Jobfunction.browse#uiPermissions              0,0           0           0         0,0           2
skillguard$Jobfunction.browse#xml                        2,0           1           3         1,0           2
skillguard$Jobfunction.browse@jobfunctionsDs            21,5          19          24         2,5           2

Performance Statistics   2018-06-14 18:48:00 - 2018-06-14 18:50:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
skillguard$Jobfunction.edit#init                         0,0           0           0         0,0           1
skillguard$Jobfunction.edit#inject                       0,0           0           0         0,0           2
skillguard$Jobfunction.edit#load                        15,0          15          15         0,0           1
